Name,Brand,Price,Model,Rating,Number of Ratings,Stock,Specifications,Image
Black Dial Quartz Multifunction Watch for Men-PLPEWJF0004602,POLICE,9897,PLPEWJF0004602,2.9,3,In stock,"{'item_weight': '120 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral Glass', 'band_material': 'Leather', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61tcBupsSDL._SX679_.jpg
"Samsung Galaxy Watch 7 (40mm, Green, BT+LTE) with 3nm Processor | Dual GPS | Sapphire Glass & Armour Aluminum | 5ATM & IP68 | HR, SpO2, BP & ECG Monitor",Samsung,30799,,3.7,42,In stock,"{'item_weight': '29 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/4102vd6SbXL._SX300_SY300_QL70_FMwebp_.jpg
"Fastrack FS1 Pro Smartwatch|1.96"" Super AMOLED Arched Display with High Resolution of 410X502|Singlesync BT Calling|Nitrofast Charging|110+ Sports Modes|200+ Watchfaces, Teal",Fastrack,2699,,4,6481,In stock,"{'item_weight': '46 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71FI71kG2mL._SX679_.jpg
Invicta Pro-Diver Analog Black Dial Men's Watch-8926OB,Invicta,14999,,4.5,21555,In stock,"{'item_weight': '150 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61u0Nv-aFdL._SY879_.jpg
Analog Dial Men's Watch,TIMEX,2846,TWHG03SMU26,4.2,46,In stock,"{'item_weight': '750 g', 'case_material': 'Brass', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61aqo2nU7yL._SX679_.jpg
Rig One 'O One Silicone Strap Watches for Men with World Time Display Multiple Alarms Stopwatch Water Resistant Watch,Sylvi,1399,RIG-101-WT-MAX,3.7,32,In stock,"{'item_weight': '80 g', 'case_material': None, 'crystal_material': 'Glass', 'band_material': 'Silicone', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/51UIU4C-GXL._SX679_.jpg
"Emporio Armani Leather Aviator Analog Black Dial Men Watch-Ar11143, Black Band",Emporio Armani,12539,,4.2,61,In stock,"{'item_weight': '249 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61RCIdKaaUL._SY879_.jpg
"Apple Watch Ultra [GPS + Cellular 49 mm] smart watch w/Rugged Titanium Case & Orange Alpine Loop - Small. Fitness Tracker, Precision GPS, Action Button, Extra-Long BatteryLife, Brighter Retina Display",Apple,73299,,4.5,360,In stock,"{'item_weight': '456 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/91z5KuonXrL._SX679_.jpg
Apple Watch Ultra 2 GPS + Cellular 49mm Black Titanium Case with Dark Green Alpine Loop - L,Apple,89900,,3.4,7,In stock,"{'item_weight': '61.8 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/81Scp0aak9L._SX679_.jpg
"Amazfit Cheetah Lightweight Running 47mm Smart Watch with Dual-Band GPS, Route Navigation & Offline Maps, Personalized Training Plans, HR & SpO2, Music, 5 ATM Waterproof (Round) Speedster Grey",Amazfit,12999,,4,334,In stock,"{'item_weight': '47 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/51nOYZmEMOL._SX300_SY300_QL70_FMwebp_.jpg
Edifice Stopwatch Men's Chronograph EFR-539BK-1AVUDF (EX187),Casio,11476,EFR-539BK-1AVUDF,4,369,In stock,"{'item_weight': '185 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '100 Meters'}",https://m.media-amazon.com/images/I/61thj-iOoFL._SX679_.jpg
Edifice EFR-539D-1A2VUDF Black Analog Dial Silver Stainless Steel Band Men's Watch Chronograph 100M Water Resistant EX190,Casio,9895,EFR-539D-1A2VUDF,4.3,513,In stock,"{'item_weight': '185 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '100 Meters'}",https://m.media-amazon.com/images/I/61o81olOLOL._SX679_.jpg
Fastrack Vyb Phantom Quartz Analog Black Dial Rose Gold + Black Sheet Metal Strap Watch for Men-FV30005KM01W,Fastrack,2195,,4.6,29,,"{'item_weight': '250 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61N5ODnrSVL._SX679_.jpg
"Fossil Men Leather Copeland Analog Yellow Dial Watch-Fs5663, Band Color-Brown",Fossil,5697,,4.3,2249,In stock,"{'item_weight': '52 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71U3dzmEnnL._SY879_.jpg
Analog-Digital Black Dial Men's Watch-GA-2100-1ADR (G986),Casio,8275,GA-2100-1ADR,4.6,494,In stock,"{'item_weight': '53 g', 'case_material': 'Resin', 'crystal_material': 'Mineral', 'band_material': 'Resin', 'water_resistant_depth': '200 Meters'}",https://m.media-amazon.com/images/I/61F+CuFNheL._SX679_.jpg
"Fastrack Limitless FS1 Smartwatch|1.95"" Horizon Curve Display|SingleSync BT Calling v5.3|Built-in Alexa|Upto 5 Day Battery|ATS Chipset|100+ Sports Modes|150+ Watchfaces - Gray",Fastrack,1199,,3.9,6859,In stock,"{'item_weight': '42 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71Dj2UjnLdL._SX679_.jpg
"Women Leather Carlie Mini Analog Blue Dial Watch-Es4701, Band Color-Brown",Fossil,7995,ES4701,4.7,633,In stock,"{'item_weight': '27 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Leather', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71JzJdON0uS._SX679_.jpg
"Samsung Galaxy Watch5 Pro LTE (45 mm, Gray Titanium, Compatible with Android only)",Samsung,24499,,4.2,10548,In stock,"{'item_weight': '47 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/31NJOWAuf0L._SY300_SX300_QL70_FMwebp_.jpg
Edifice EFR-539L-1AVUDF Black Analog Dial Black Leather Band Men's Watch Chronograph 100M Water Resistant EX193,Casio,8816,EFR-539L-1AVUDF,4,478,In stock,"{'item_weight': '97 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Leather', 'water_resistant_depth': '100 Meters'}",https://m.media-amazon.com/images/I/61jD1g0CQpL._SX679_.jpg
Fossil Gen 6 Display Wellness Edition Pink Smartwatch FTW4071,Fossil,9095,,3.6,1230,In stock,"{'item_weight': '140 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/51cciK2s9dL._SX679_.jpg
G-Shock Analog-Digital Black Dial Men's Watch-GA-100-1A1DR (G270),Casio,8830,GA-100-1A1DR,4.4,720,In stock,"{'item_weight': '70 g', 'case_material': 'Resin', 'crystal_material': 'Mineral', 'band_material': 'Resin', 'water_resistant_depth': '200 Meters'}",https://m.media-amazon.com/images/I/61qj0ugONRL._SX679_.jpg
G-Shock GA-700-7ADR Black Analog-Digital Dial White Resin Strap Men's Watch Shock and 200M Water Resistant G742,Casio,10295,GA-700-7ADR,4.2,301,In stock,"{'item_weight': '69 g', 'case_material': 'Resin', 'crystal_material': 'Mineral', 'band_material': 'Resin', 'water_resistant_depth': '200 Meters'}",https://m.media-amazon.com/images/I/616L44Z5FIL._SX679_.jpg
Watch your Lifestyle and Doctrine,Cyril Schandorf,,,,,,"{'item_weight': None, 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71AKkQs138L._SY522_.jpg
Raga Viva Rose Gold Metal Analog Strap Watch for Women-NS2622WM01,Titan,3970,NR2622WM01,4.4,105,In stock,"{'item_weight': '150 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Metal', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/4179R67ywqL._SX679_.jpg
Men's Metropolitan Charm: Men's Multifunctional Black Watch with Leather Strap-NS1805NL01,Titan,4396,NQ1805NL01/NP1805NL01,4.4,422,In stock,"{'item_weight': '150 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Leather', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/51JCi7iAaSL._SX679_.jpg
Mens Stunners Quartz Analog Silver Dial Metal Strap Watch for Guys-NR3291SM02,Fastrack,1268,NR3291SM02,4.1,213,In stock,"{'item_weight': '120 g', 'case_material': 'Brass', 'crystal_material': 'Mineral Glass', 'band_material': 'Metal', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/71-+chJUpLL._SX679_.jpg
"Noise Halo Plus 1.46"" Super AMOLED Display Elite Smart Watch, Bluetooth Calling, Stainless Steel Build, Always on Display, Upto 7 Days Battery (Elite Black)",Noise,2499,,4.2,14753,In stock,"{'item_weight': '45 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/41BK-0tJ6nL._SX300_SY300_QL70_FMwebp_.jpg
Vintage B650WC-5ADF Rose Gold Digital Dial Rose Gold Stainless Steel Band D200,Casio,4495,B650WC-5ADF,4.5,588,In stock,"{'item_weight': '59 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61PRynUbNBL._SX679_.jpg
Men's Metropolitan Luxe: Multifunction dark grey Dial with Two-Tone Stainless Steel Bracelet Watch-NS1733KM01,Titan,4596,1733KM01,4.3,827,In stock,"{'item_weight': '150 g', 'case_material': 'Metal', 'crystal_material': 'Mineral', 'band_material': 'Metal', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/718j8P5NJsL._SX679_.jpg
Fossil Bannon Analog Stainless Steel Green Dial Silver Band Men's Watch-BQ2492,Fossil,9995,,4.3,408,In stock,"{'item_weight': '120 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61flh2SVHqL._SX679_.jpg
Quartz Analog with Date Brown Dial Leather Strap Watch for Men-NS1584SL04,Titan,2399,1584SL04,4.3,1036,In stock,"{'item_weight': '200 g', 'case_material': 'Metal', 'crystal_material': 'Mineral', 'band_material': 'Leather', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/91wZsULFoKL._SY879_.jpg
Bandhan Quartz Analog with Date Silver Dial Stainless Steel Strap Watch for Couple-NS17752481KM01P,Titan,7195,NR17752481KM01P,4.5,126,In stock,"{'item_weight': None, 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Metal', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/716Y5CVdbwL._SX679_.jpg
Shabby Black Dial with Softest Silicone Strap Analog Watch for Men's & Boys,Matrix,199,SIL-21,4,1,In stock,"{'item_weight': None, 'case_material': 'Brass', 'crystal_material': 'Glass', 'band_material': 'Silicone', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71aiWR1kWmL._SX679_.jpg
"Starboard Luxury Watch for Men with Date & Date, Water Resistant",Sylvi,1609,Starboard,3.8,7,In stock,"{'item_weight': '118 g', 'case_material': 'Alloy Steel', 'crystal_material': 'Sapphire Crystal', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/51rMaF+WHvL._SX679_.jpg
Mens Watches Chain Chronograph Business Dress Quartz Stainless Steel Wrist Watch Waterproof Luminous Date,OLEVS,3040,OPK-IN-G2856GB-BL,4.3,431,In stock,"{'item_weight': '50 g', 'case_material': 'Stainless Steel', 'crystal_material': None, 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71vo1GMvDBL._SX679_.jpg
Watch for Men Fashion Business Men Watches Ultra-Thin Waterproof Chronograph Quartz Watches with Stainless Steel Band,NIBOSI,2421,NIBOSI-2309,3.8,1094,In stock,"{'item_weight': None, 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71Ye8QUZjBL._SX679_.jpg
Poze Quartz Analog Grey Dial Stainless Steel Strap Watch for Men-SP70020QM03W,Sonata,1076,SP70020QM03W,5,1,In stock,"{'item_weight': '90 g', 'case_material': 'Metal', 'crystal_material': 'Mineral Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61Prn5U93PL._SX679_.jpg
Luxury Business Casual Party-Wear Silicone Chronograph Date Display Watch for Men,BENYAR,2090,Ben-5140-Blue-Gold,4.1,1079,In stock,"{'item_weight': None, 'case_material': 'Stainless Steel', 'crystal_material': 'Hardlex', 'band_material': 'Silicone', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/712vlxsG3AL._SY879_.jpg
